,Price
2699,85.0
2606,30.0
12502,35.0
15674,45.0
375,40.0
1131,169.0
5933,49.0
7926,50.0
9819,33.0
2127,15.0
3688,60.0
2745,67.0
1692,28.0
1328,22.0
2407,50.0
12769,70.0
15135,66.0
8866,75.0
12407,70.0
14762,30.0
13321,65.0
4140,99.0
11563,39.0
3647,100.0
14748,75.0
326,59.0
3825,99.0
2248,60.0
2304,845.0
895,69.0
3240,25.0
12651,29.0
9881,20.0
9331,45.0
5347,35.0
11278,60.0
454,45.0
1912,49.0
15572,30.0
9145,80.0
2685,60.0
2979,43.0
7619,85.0
10785,51.0
11401,18.0
1180,33.0
14476,69.0
12242,100.0
4310,22.0
260,120.0
10934,35.0
6459,30.0
3404,39.0
7982,30.0
4993,143.0
9049,29.0
5049,85.0
8178,30.0
12127,50.0
8532,39.0
11028,37.0
2457,35.0
12923,30.0
1769,24.0
11688,35.0
124,80.0
5300,45.0
2500,50.0
1162,14.0
5527,99.0
10483,95.0
14131,60.0
1732,42.0
13266,28.0
14274,30.0
13553,30.0
1880,42.0
14493,45.0
12078,33.0
14116,23.0
14089,21.0
10264,64.0
12137,55.0
2939,30.0
10860,150.0
8402,50.0
14328,189.0
3152,23.0
7933,20.0
5570,43.0
3535,20.0
15600,79.0
13480,85.0
13521,40.0
13999,17.0
11455,100.0
12688,150.0
8216,35.0
14172,90.0
11286,65.0
12981,20.0
2288,29.0
14695,50.0
14046,99.0
1707,60.0
10064,23.0
6105,33.0
974,125.0
581,50.0
13394,59.0
13703,300.0
4845,90.0
3110,49.0
2306,50.0
13134,35.0
10059,55.0
998,40.0
15159,30.0
14944,40.0
591,125.0
10033,89.0
6103,50.0
4220,40.0
2743,160.0
1787,35.0
9391,89.0
8256,37.0
1603,155.0
281,89.0
312,35.0
10856,86.0
2945,90.0
15382,200.0
289,12.0
5676,60.0
3157,28.0
15522,57.0
10185,50.0
14793,80.0
10829,66.0
10517,48.0
14389,50.0
4931,30.0
9092,51.0
7713,48.0
12873,80.0
4380,40.0
10216,40.0
11372,29.0
15081,50.0
11449,45.0
11597,69.0
14682,25.0
196,35.0
779,35.0
6170,80.0
3466,75.0
5102,28.0
6809,100.0
12866,155.0
10172,310.0
295,58.0
1930,70.0
7520,55.0
1763,60.0
14361,17.0
6079,50.0
246,106.0
13348,35.0
9662,40.0
8097,25.0
3838,150.0
6959,40.0
4839,70.0
15321,197.0
9861,40.0
51,129.0
15221,23.0
12974,49.0
2534,60.0
8112,34.0
1554,30.0
10605,35.0
2878,50.0
13904,80.0
13555,60.0
12417,72.0
2739,60.0
10347,60.0
1868,150.0
4409,40.0
9208,33.0
4936,48.0
4352,35.0
10090,65.0
10943,29.0
4308,170.0
3300,59.0
14745,59.0
6313,25.0
3186,70.0
14629,45.0
6984,110.0
8439,49.0
1161,50.0
6323,60.0
3285,22.0
8467,69.0
6213,20.0
1800,70.0
4894,20.0
4552,70.0
775,70.0
1959,15.0
13046,120.0
12547,20.0
8531,50.0
7645,104.0
12946,35.0
4109,28.0
5007,58.0
6065,17.0
9347,86.0
7507,37.0
1124,100.0
498,40.0
14681,20.0
6178,27.0
11888,40.0
3262,29.0
14957,60.0
3785,20.0
371,32.0
14065,22.0
1951,220.0
1017,30.0
6985,40.0
9808,22.0
6495,33.0
11257,33.0
6494,32.0
431,200.0
14038,75.0
354,100.0
15276,72.0
425,30.0
5543,25.0
4968,17.0
13523,24.0
7969,35.0
1741,40.0
13942,63.0
2894,55.0
9213,58.0
14498,80.0
4669,78.0
12800,55.0
6181,82.0
527,50.0
9672,75.0
15680,30.0
3241,45.0
13693,30.0
8705,100.0
8806,175.0
653,40.0
13303,30.0
7188,70.0
9170,50.0
11486,40.0
6380,58.0
2895,60.0
1087,25.0
7189,55.0
8027,100.0
12004,35.0
7552,50.0
577,43.0
9078,75.0
6763,25.0
14231,40.0
7638,30.0
2067,58.0
13074,150.0
6795,30.0
7287,40.0
11038,120.0
7524,49.0
1711,80.0
6339,80.0
1975,22.0
2646,34.0
10282,24.0
11773,20.0
9722,120.0
14905,52.0
12765,40.0
734,46.0
8375,30.0
2102,30.0
12843,36.0
13973,75.0
15328,100.0
12291,43.0
1139,30.0
9320,30.0
13768,30.0
3174,200.0
12424,60.0
12096,60.0
9736,45.0
5015,30.0
4523,35.0
9644,59.0
10998,79.0
14950,35.0
418,30.0
13489,60.0
10527,59.0
4223,40.0
14930,25.0
9365,47.0
1590,46.0
8007,50.0
11039,45.0
2683,32.0
7122,35.0
6852,100.0
12191,40.0
6176,60.0
427,55.0
12712,99.0
11556,70.0
12682,80.0
665,40.0
1069,24.0
8987,42.0
14999,25.0
2709,28.0
3660,35.0
11935,49.0
10249,165.0
10629,40.0
9429,55.0
12803,59.0
6953,70.0
3316,90.0
15540,38.0
2233,70.0
11953,65.0
14061,33.0
1225,95.0
13750,32.0
7505,40.0
7632,18.0
3831,45.0
11634,17.0
1372,65.0
13035,99.0
3807,25.0
2177,55.0
5374,90.0
14039,45.0
12346,30.0
9758,80.0
593,35.0
1784,30.0
4339,83.0
12632,50.0
4153,240.0
7180,25.0
1364,43.0
2253,32.0
4436,45.0
14708,70.0
8698,40.0
15275,50.0
12862,99.0
5133,35.0
4213,40.0
12030,47.0
3182,45.0
13622,120.0
6647,65.0
14487,28.0
4088,52.0
2999,49.0
4059,400.0
3471,75.0
11091,45.0
7655,199.0
2330,80.0
2342,100.0
8785,30.0
11027,95.0
2354,32.0
10440,48.0
9790,37.0
13144,208.0
8303,35.0
2756,52.0
1582,20.0
15482,47.0
15010,22.0
8314,36.0
14655,25.0
13751,50.0
10593,25.0
13952,25.0
2088,29.0
14557,200.0
13528,42.0
3874,35.0
952,30.0
210,38.0
11314,45.0
12492,30.0
8680,95.0
13623,42.0
8398,90.0
1208,90.0
430,50.0
4128,60.0
14597,45.0
1145,79.0
3762,109.0
1130,40.0
13883,100.0
6114,40.0
7027,23.0
12956,30.0
12763,45.0
4838,69.0
5493,75.0
4301,50.0
5027,36.0
7648,20.0
3388,28.0
12435,55.0
13834,30.0
7237,62.0
13676,46.0
5413,80.0
13016,21.0
11396,29.0
5022,54.0
13944,24.0
3079,45.0
6582,17.0
10832,100.0
4356,52.0
8053,100.0
2064,245.0
3514,70.0
2426,73.0
13529,88.0
2286,60.0
15361,140.0
8289,50.0
3069,199.0
12219,70.0
14778,432.0
9005,85.0
4167,30.0
3590,37.0
4854,55.0
10224,135.0
12744,52.0
8075,120.0
8444,128.0
14193,60.0
10132,35.0
13369,45.0
1869,20.0
10662,42.0
14585,53.0
6310,39.0
4095,30.0
13888,50.0
1297,25.0
4698,35.0
15252,45.0
7925,120.0
4159,60.0
15194,72.0
8040,27.0
13869,65.0
11864,50.0
13815,23.0
10103,95.0
14212,55.0
9133,40.0
11660,34.0
1237,30.0
9818,30.0
9855,37.0
8991,16.0
2283,22.0
1883,39.0
8878,28.0
13005,33.0
15197,40.0
10016,112.0
6769,51.0
3956,130.0
815,70.0
15128,30.0
13788,68.0
2521,20.0
12778,80.0
9234,155.0
14436,79.0
11709,25.0
3270,198.0
4258,85.0
13735,44.0
5418,30.0
2551,77.0
3541,60.0
12728,85.0
108,50.0
655,40.0
7016,30.0
15607,99.0
948,27.0
9754,70.0
3084,20.0
4323,110.0
1552,48.0
10828,85.0
414,30.0
4048,20.0
14519,47.0
6629,148.0
15243,100.0
12819,65.0
1546,25.0
12794,89.0
11380,80.0
7689,32.0
6919,230.0
8,100.0
7059,25.0
5160,95.0
3078,50.0
14148,75.0
14899,45.0
12456,70.0
7324,99.0
9946,185.0
10400,80.0
2545,80.0
15075,50.0
14192,125.0
7839,85.0
9342,80.0
2759,69.0
3550,50.0
6749,38.0
9296,60.0
11889,65.0
2652,45.0
5143,25.0
5574,35.0
2075,27.0
298,50.0
5728,50.0
14900,50.0
1899,80.0
12390,70.0
12085,35.0
2778,30.0
9772,99.0
2352,58.0
8011,85.0
8327,89.0
12282,40.0
12777,75.0
396,100.0
7788,95.0
7779,69.0
15295,70.0
3513,25.0
8009,56.0
6003,40.0
5073,29.0
12715,30.0
9376,29.0
5962,40.0
8191,25.0
15113,44.0
8637,67.0
3531,17.0
8719,60.0
12853,20.0
4072,95.0
10545,20.0
9340,105.0
9055,50.0
6142,22.0
6941,121.0
1411,70.0
10891,50.0
9562,25.0
364,60.0
7881,85.0
15237,30.0
1057,34.0
13602,135.0
11764,79.0
12659,75.0
15517,17.0
12476,25.0
9794,50.0
11405,47.0
1517,51.0
11407,165.0
4311,39.0
1549,60.0
11879,99.0
12908,30.0
1309,25.0
4824,220.0
15079,30.0
12230,33.0
11451,35.0
2779,200.0
12252,60.0
6188,28.0
2747,20.0
871,70.0
7446,22.0
1808,60.0
5971,69.0
10493,75.0
783,54.0
14511,50.0
14668,70.0
11179,115.0
1040,42.0
14308,25.0
2241,65.0
5602,93.0
15538,39.0
4947,49.0
2547,25.0
2814,65.0
15305,100.0
11249,8.0
10680,98.0
13895,119.0
9455,40.0
10656,120.0
9596,22.0
3235,50.0
11373,50.0
9197,79.0
7333,49.0
6611,25.0
12599,55.0
13633,40.0
10469,28.0
1322,28.0
3242,58.0
11770,40.0
3005,110.0
1864,40.0
4761,55.0
14474,69.0
14377,38.0
13152,33.0
519,25.0
11200,32.0
6523,55.0
11160,50.0
10876,140.0
9335,25.0
7081,40.0
9660,25.0
10887,30.0
9883,67.0
9760,18.0
712,25.0
11043,79.0
4193,37.0
11211,35.0
9172,29.0
12165,21.0
10698,22.0
4279,40.0
3381,48.0
13919,40.0
5355,68.0
10019,67.0
13210,131.0
2565,145.0
8950,55.0
11098,30.0
10244,63.0
1397,28.0
7684,60.0
2154,42.0
4150,40.0
7029,29.0
11478,50.0
12839,40.0
9717,35.0
8406,29.0
6434,40.0
3135,69.0
7732,40.0
12551,26.0
123,55.0
15524,34.0
574,99.0
3511,40.0
14883,24.0
5288,35.0
9403,25.0
15358,56.0
6387,65.0
7957,42.0
1443,69.0
3758,33.0
10181,38.0
12260,100.0
13241,80.0
3461,200.0
7240,28.0
14859,23.0
3505,30.0
2748,29.0
13615,39.0
14488,30.0
5720,70.0
4062,48.0
5622,195.0
5008,35.0
10885,25.0
15035,68.0
1028,150.0
14173,79.0
11746,26.0
5664,160.0
2039,35.0
9190,60.0
15333,32.0
1925,45.0
2099,340.0
3751,44.0
946,39.0
8213,30.0
9248,25.0
11137,84.0
15614,50.0
9798,24.0
7974,30.0
14536,70.0
6278,44.0
10992,168.0
14551,100.0
8563,660.0
8024,29.0
3104,69.0
10588,50.0
4707,20.0
682,70.0
6191,35.0
1059,43.0
10952,55.0
14191,200.0
3255,28.0
5860,40.0
7126,175.0
13232,55.0
13726,140.0
4773,75.0
12901,45.0
10905,40.0
7371,100.0
5109,109.0
11588,35.0
14288,85.0
6653,65.0
4174,45.0
8497,35.0
14739,40.0
11607,45.0
15013,40.0
12600,53.0
7343,50.0
240,30.0
4883,18.0
500,89.0
3627,61.0
12478,28.0
7465,720.0
12740,48.0
5739,27.0
7286,45.0
1965,65.0
8846,11.0
8738,71.0
5233,35.0
14439,60.0
3010,60.0
10376,83.0
11554,49.0
11261,73.0
9461,170.0
2988,60.0
9894,40.0
5063,40.0
4921,45.0
7140,50.0
11444,45.0
12209,23.0
6279,50.0
4170,170.0
7079,24.0
6455,66.0
12608,90.0
11426,220.0
12215,100.0
8855,39.0
13934,80.0
10863,410.0
4975,80.0
2867,75.0
1428,50.0
12898,15.0
3866,62.0
1060,39.0
3002,65.0
6107,67.0
6371,60.0
14269,29.0
14508,25.0
1662,23.0
2185,62.0
400,75.0
14270,80.0
944,115.0
10750,160.0
9473,108.0
6813,35.0
263,55.0
11605,38.0
6051,27.0
14924,32.0
8814,55.0
6851,89.0
15690,100.0
11167,39.0
7246,28.0
10936,24.0
5273,20.0
1781,100.0
12808,80.0
9134,150.0
4599,80.0
1518,55.0
2478,35.0
4688,140.0
15306,22.0
10564,200.0
11176,45.0
2931,20.0
11207,23.0
8511,28.0
1602,14.0
10191,59.0
4850,65.0
13493,80.0
9907,93.0
6903,54.0
3494,49.0
14242,25.0
2527,38.0
3941,24.0
13411,42.0
6742,35.0
4007,70.0
5207,30.0
12443,80.0
13165,39.0
4652,29.0
4292,43.0
6227,30.0
2698,37.0
2014,105.0
917,30.0
10402,50.0
7631,22.0
3433,89.0
4432,270.0
13355,50.0
4085,54.0
6006,76.0
350,25.0
2839,35.0
1286,40.0
5906,55.0
4326,99.0
942,49.0
15229,60.0
7766,35.0
4351,23.0
793,70.0
12644,65.0
14787,55.0
2543,100.0
5421,68.0
8118,60.0
791,15.0
14438,75.0
12418,25.0
7830,80.0
22,30.0
13901,45.0
623,38.0
6932,64.0
3040,60.0
1947,39.0
3903,35.0
7932,26.0
10025,39.0
15162,60.0
2754,12.0
11086,120.0
4376,42.0
997,25.0
9691,25.0
8441,58.0
6575,30.0
12000,20.0
11796,27.0
11608,70.0
6084,90.0
15402,21.0
14455,60.0
6776,35.0
10233,50.0
3275,230.0
5103,55.0
14901,95.0
8997,29.0
11954,25.0
5777,55.0
4451,38.0
10315,45.0
13257,28.0
4371,20.0
7135,95.0
5894,32.0
13744,110.0
10799,28.0
9833,159.0
5950,35.0
11037,42.0
2938,150.0
15136,40.0
5045,46.0
8460,45.0
10804,70.0
132,54.0
713,35.0
13375,80.0
12858,150.0
14016,43.0
12110,30.0
7865,50.0
14534,14.0
3540,70.0
3630,29.0
6036,50.0
3056,75.0
8796,58.0
7234,99.0
6526,239.0
306,75.0
3258,69.0
4547,45.0
11870,48.0
2494,100.0
14345,65.0
1020,190.0
8869,38.0
10766,100.0
1622,169.0
6462,42.0
254,19.0
5917,16.0
1538,90.0
9865,59.0
1742,36.0
554,65.0
12936,25.0
11693,90.0
15603,40.0
7857,29.0
1077,50.0
4817,83.0
1889,89.0
4273,190.0
3892,30.0
7889,120.0
11529,19.0
795,150.0
2649,49.0
13130,40.0
2843,50.0
1522,50.0
15044,35.0
7555,65.0
12718,109.0
9033,58.0
4341,72.0
2820,39.0
5903,269.0
2692,40.0
4736,36.0
12973,14.0
5068,90.0
13244,85.0
5988,75.0
13259,50.0
15557,40.0
2985,100.0
2612,49.0
5853,20.0
12648,23.0
11209,65.0
983,94.0
11699,35.0
48,50.0
14185,52.0
1048,45.0
9498,169.0
10721,119.0
10918,326.0
7529,40.0
9633,25.0
13024,30.0
135,55.0
10790,32.0
1226,80.0
3739,25.0
9084,45.0
12548,55.0
8823,45.0
9128,49.0
12098,20.0
11011,280.0
1688,40.0
14860,50.0
5029,50.0
5427,100.0
15575,40.0
14816,49.0
6186,30.0
8832,33.0
5837,24.0
12592,30.0
14661,49.0
1765,50.0
4204,78.0
3296,66.0
4162,89.0
736,85.0
5245,81.0
54,56.0
3947,50.0
9138,32.0
893,50.0
2822,27.0
726,75.0
1558,74.0
3791,25.0
7170,300.0
7183,85.0
8765,40.0
15280,60.0
1492,120.0
5776,20.0
4915,40.0
13549,58.0
7152,55.0
9486,39.0
10530,32.0
3759,40.0
11642,45.0
9360,40.0
12770,105.0
11765,18.0
13501,40.0
2336,25.0
2418,45.0
15566,249.0
856,30.0
3594,50.0
13682,28.0
4275,55.0
820,95.0
2174,145.0
15661,55.0
15181,100.0
1748,50.0
3508,39.0
1825,45.0
14877,38.0
1804,90.0
13037,21.0
9516,50.0
9787,20.0
1867,35.0
12511,65.0
12033,170.0
11276,49.0
1023,40.0
8619,70.0
7931,45.0
782,30.0
13276,45.0
12226,29.0
9495,65.0
14292,559.0
14304,30.0
1834,24.0
2125,50.0
4884,28.0
13794,50.0
6108,20.0
2027,90.0
1952,55.0
1610,49.0
1280,55.0
4770,35.0
12757,39.0
14312,18.0
14153,60.0
4578,71.0
6269,75.0
831,100.0
7701,30.0
2048,145.0
8502,40.0
10449,40.0
11571,25.0
1246,125.0
13597,90.0
11603,40.0
10366,90.0
6746,65.0
14228,107.0
3977,75.0
4542,75.0
819,30.0
6428,39.0
4573,99.0
8187,60.0
199,65.0
9278,100.0
9036,43.0
7073,120.0
11171,35.0
10894,39.0
13684,35.0
14422,29.0
10095,45.0
9960,85.0
12727,80.0
3996,25.0
15570,70.0
11915,29.0
4958,17.0
1315,21.0
4260,29.0
4037,60.0
12796,30.0
1459,54.0
1088,30.0
5053,350.0
9191,50.0
9482,20.0
7175,79.0
6483,70.0
4908,80.0
10946,26.0
13197,32.0
9471,40.0
1413,50.0
14166,64.0
15238,120.0
8042,49.0
4307,50.0
2807,50.0
6068,37.0
8874,50.0
7039,25.0
5251,60.0
10145,100.0
1779,32.0
155,30.0
1655,28.0
5097,30.0
9999,120.0
5849,22.0
1656,100.0
7003,100.0
15101,21.0
14042,14.0
3797,30.0
4483,48.0
12139,60.0
12723,25.0
7909,25.0
8798,29.0
8822,25.0
6554,29.0
8380,76.0
13043,35.0
4723,49.0
3555,55.0
3137,85.0
3563,25.0
5199,20.0
15379,60.0
4122,39.0
11738,290.0
11349,66.0
8701,58.0
8886,33.0
12620,79.0
15578,115.0
6398,49.0
1530,99.0
1275,80.0
2915,50.0
14856,44.0
9149,50.0
7642,22.0
13229,65.0
14022,50.0
5361,20.0
1081,90.0
634,40.0
737,135.0
767,35.0
7647,38.0
14741,40.0
10806,30.0
15253,75.0
7451,25.0
12241,55.0
12331,100.0
3596,50.0
5677,25.0
3238,155.0
12852,39.0
11786,61.0
12641,120.0
3347,100.0
11188,40.0
15007,90.0
3410,99.0
13897,90.0
13880,40.0
9056,40.0
13314,65.0
13102,67.0
6503,20.0
7568,85.0
7429,35.0
3949,40.0
6997,40.0
9532,25.0
11054,49.0
6533,37.0
14987,52.0
1758,30.0
10817,45.0
15368,30.0
14889,30.0
15450,71.0
12868,69.0
13112,30.0
15183,60.0
6121,65.0
7064,25.0
9668,24.0
2409,49.0
14718,32.0
3427,60.0
5392,35.0
6595,53.0
12596,32.0
5439,80.0
15039,150.0
14085,30.0
13015,30.0
2344,16.0
3764,38.0
6831,60.0
14879,55.0
4622,49.0
1989,40.0
13596,85.0
11469,23.0
15359,85.0
1018,60.0
5385,45.0
14996,90.0
10316,82.0
8794,50.0
14526,55.0
8336,17.0
8159,55.0
7320,28.0
8557,50.0
5584,40.0
9361,100.0
15501,25.0
2851,82.0
3597,110.0
9042,25.0
9341,100.0
11217,150.0
5169,30.0
15215,40.0
3226,35.0
14051,18.0
15090,59.0
133,35.0
8786,30.0
14754,70.0
2456,50.0
9231,125.0
8525,30.0
6294,45.0
7274,60.0
4263,65.0
15034,55.0
1379,180.0
3592,45.0
4751,80.0
1461,39.0
2470,60.0
3407,32.0
15435,43.0
850,60.0
2462,180.0
4577,33.0
4620,29.0
2273,48.0
3598,30.0
15055,68.0
3988,35.0
3294,57.0
539,14.0
3538,60.0
11307,55.0
4395,50.0
10334,35.0
12904,50.0
14400,35.0
6067,63.0
2369,24.0
6113,80.0
5896,89.0
6416,38.0
1029,45.0
10292,15.0
1470,35.0
8394,33.0
7229,50.0
9942,40.0
3000,35.0
3162,30.0
4299,25.0
1936,70.0
15392,45.0
15142,75.0
6549,99.0
10637,75.0
4285,29.0
421,46.0
5780,50.0
8148,64.0
10337,110.0
15292,126.0
10498,95.0
15463,49.0
12838,32.0
5989,93.0
5694,131.0
1813,85.0
5095,15.0
688,100.0
6557,65.0
13675,150.0
2578,20.0
8478,120.0
6605,25.0
8326,42.0
9698,140.0
14165,35.0
788,55.0
8509,43.0
8415,59.0
14934,36.0
9632,90.0
11399,20.0
11153,24.0
8173,69.0
10430,102.0
6579,110.0
5795,80.0
14158,159.0
20,40.0
13808,200.0
1704,49.0
2684,40.0
8231,48.0
3843,27.0
8689,40.0
9686,199.0
2033,45.0
5354,49.0
5184,45.0
11172,45.0
15158,40.0
11075,25.0
5710,39.0
11519,34.0
13628,24.0
6082,62.0
4628,90.0
14494,115.0
4765,30.0
9070,130.0
10031,80.0
3408,30.0
8333,79.0
8614,28.0
4392,42.0
6140,15.0
12593,74.0
1386,30.0
7172,27.0
12031,35.0
4089,29.0
9621,55.0
10846,85.0
10503,40.0
340,40.0
2317,250.0
1607,165.0
8457,35.0
11580,45.0
2655,40.0
12277,29.0
11175,45.0
9007,85.0
10560,50.0
6143,40.0
10353,23.0
9910,35.0
9892,25.0
12386,64.0
2121,120.0
8312,30.0
7879,30.0
9506,170.0
7715,40.0
5920,102.0
14973,26.0
3561,45.0
457,60.0
385,20.0
14170,23.0
4169,33.0
12570,149.0
12171,55.0
5377,120.0
5506,47.0
7903,40.0
4389,39.0
12068,94.0
1185,48.0
12583,55.0
9913,30.0
7754,80.0
7628,45.0
10201,49.0
3053,28.0
12532,65.0
9906,250.0
8244,22.0
606,44.0
11750,80.0
4146,20.0
2249,60.0
13614,25.0
10967,45.0
5376,18.0
6824,20.0
4419,35.0
2166,60.0
2667,25.0
4236,100.0
6359,30.0
4927,39.0
3728,43.0
11983,90.0
4885,25.0
12637,28.0
1481,46.0
2444,85.0
3115,22.0
14943,30.0
3144,55.0
12513,50.0
4286,20.0
3007,135.0
3745,250.0
5098,69.0
1657,70.0
14747,70.0
12104,150.0
2817,39.0
3979,32.0
4342,20.0
11340,110.0
11678,48.0
808,70.0
4691,67.0
12613,29.0
15489,90.0
6685,250.0
7741,30.0
11975,17.0
1962,140.0
14214,15.0
13993,80.0
1006,40.0
5974,35.0
5827,34.0
6470,45.0
5080,250.0
14021,33.0
7758,32.0
1125,29.0
14140,90.0
3734,20.0
7703,83.0
142,65.0
2657,65.0
13181,75.0
85,65.0
14145,50.0
15589,65.0
1407,27.0
11875,33.0
3740,38.0
14561,119.0
13322,45.0
3614,39.0
11980,60.0
9681,100.0
8315,50.0
506,50.0
5386,18.0
966,48.0
15466,23.0
5401,33.0
3438,95.0
1044,75.0
9086,24.0
12932,60.0
5272,30.0
2087,120.0
4683,32.0
10585,60.0
10129,35.0
3799,250.0
6389,100.0
13356,40.0
11866,50.0
3361,30.0
14746,40.0
9464,40.0
2492,50.0
5291,29.0
9923,35.0
4588,50.0
11491,30.0
6438,18.0
15248,20.0
116,23.0
886,69.0
10727,49.0
2708,45.0
12860,50.0
8028,85.0
8629,40.0
2696,35.0
13052,85.0
7563,67.0
11447,25.0
10146,24.0
14550,50.0
7565,250.0
2232,30.0
8594,16.0
3632,106.0
455,50.0
12673,57.0
12854,45.0
570,45.0
13205,55.0
5117,70.0
1349,45.0
3921,140.0
15595,189.0
6180,35.0
4836,100.0
8085,155.0
9315,55.0
1358,30.0
8311,20.0
3269,49.0
8677,25.0
7497,28.0
2179,25.0
7210,30.0
3693,27.0
12273,25.0
925,20.0
6546,85.0
15518,12.0
11163,25.0
11189,43.0
7083,40.0
4967,49.0
7203,20.0
13280,45.0
13116,35.0
8211,185.0
13877,40.0
5951,110.0
14376,30.0
6697,23.0
544,20.0
13097,75.0
2401,35.0
12967,25.0
979,32.0
2034,110.0
8268,58.0
6338,110.0
9615,39.0
11088,100.0
7892,25.0
4551,75.0
13250,55.0
13711,51.0
1085,105.0
11926,92.0
10597,45.0
3609,30.0
2580,160.0
11221,30.0
5312,45.0
6529,45.0
5549,105.0
10987,24.0
6774,80.0
3743,45.0
5406,55.0
9192,60.0
8347,89.0
7053,73.0
6844,50.0
4720,50.0
2212,45.0
11743,30.0
15528,40.0
2509,45.0
15053,60.0
2888,150.0
1076,30.0
2056,40.0
13149,14.0
13324,52.0
8016,129.0
15337,185.0
6713,55.0
1885,170.0
2829,54.0
6989,42.0
1550,35.0
14714,119.0
4594,35.0
8630,19.0
13691,30.0
13566,58.0
2441,75.0
14564,85.0
15187,58.0
13881,59.0
10153,80.0
5265,119.0
3018,19.0
4387,29.0
10518,50.0
11808,21.0
7148,40.0
4176,69.0
12591,69.0
6468,179.0
7306,45.0
11415,90.0
6859,50.0
1255,70.0
150,100.0
3737,43.0
10509,55.0
5678,65.0
10673,30.0
14910,52.0
14023,25.0
12701,48.0
10867,35.0
338,50.0
14828,45.0
3176,50.0
1767,30.0
6870,38.0
6930,50.0
9727,45.0
5178,29.0
5201,79.0
12507,47.0
4005,80.0
3990,100.0
10301,26.0
151,126.0
3094,48.0
8200,118.0
724,40.0
1695,35.0
14581,37.0
11017,39.0
15552,30.0
8521,80.0
8943,40.0
2533,65.0
15523,28.0
1812,128.0
3684,140.0
8407,35.0
7406,35.0
13943,46.0
13722,23.0
4297,35.0
7720,54.0
10266,48.0
5262,52.0
7994,26.0
14870,34.0
191,55.0
7958,29.0
6699,68.0
10730,24.0
8273,18.0
2968,75.0
2927,100.0
4314,30.0
11841,20.0
11712,60.0
14223,160.0
12619,60.0
15494,135.0
12707,15.0
2011,45.0
4312,20.0
4753,60.0
11202,40.0
161,45.0
543,90.0
7305,21.0
5606,48.0
12566,50.0
2637,120.0
2411,90.0
8575,25.0
101,25.0
12790,25.0
12419,55.0
14316,24.0
13899,30.0
2749,65.0
5134,24.0
8214,60.0
11232,41.0
9577,68.0
10825,38.0
9601,43.0
1417,80.0
10357,49.0
13419,61.0
1726,80.0
2877,12.0
12488,45.0
9410,65.0
13166,35.0
6507,49.0
6059,30.0
9653,249.0
3642,55.0
14395,30.0
14613,33.0
4964,50.0
14566,25.0
11312,30.0
11106,30.0
11193,35.0
10772,13.0
2911,25.0
3324,45.0
9163,69.0
13003,60.0
12399,60.0
4321,20.0
8636,30.0
15657,150.0
4060,120.0
7687,30.0
3442,35.0
10525,20.0
14679,95.0
14908,75.0
11239,21.0
2234,10.0
4995,75.0
10093,65.0
2138,44.0
12034,28.0
6755,35.0
14210,25.0
12251,15.0
11593,50.0
7291,30.0
11810,49.0
8218,30.0
7072,29.0
14567,15.0
2107,59.0
10810,45.0
4847,87.0
9508,29.0
7752,20.0
4940,68.0
13403,95.0
9879,30.0
15461,70.0
13797,30.0
5177,35.0
708,30.0
5017,28.0
479,24.0
7153,130.0
10318,39.0
3543,59.0
8885,75.0
2123,39.0
15397,42.0
3123,80.0
6456,39.0
1954,41.0
1240,30.0
3277,80.0
4783,39.0
2,50.0
6974,44.0
15212,22.0
5512,70.0
9039,67.0
10080,100.0
6166,39.0
5817,25.0
14151,49.0
1785,120.0
8784,20.0
402,60.0
5807,21.0
12635,40.0
12500,100.0
6460,35.0
9120,37.0
7592,45.0
9169,85.0
330,110.0
7821,16.0
4462,59.0
5761,57.0
8243,60.0
10276,82.0
1176,25.0
12178,39.0
6212,29.0
7895,60.0
826,75.0
13643,43.0
14480,15.0
15016,40.0
7843,120.0
220,20.0
14179,14.0
15671,160.0
13688,159.0
11029,22.0
6174,25.0
6603,33.0
1233,100.0
14917,66.0
7316,93.0
12937,19.0
13080,39.0
1111,85.0
4781,85.0
6950,39.0
5799,28.0
6501,230.0
15344,35.0
4617,35.0
4018,58.0
2005,22.0
7323,39.0
6062,30.0
7440,45.0
6242,20.0
10632,19.0
3605,40.0
7112,34.0
5433,36.0
5432,168.0
9445,30.0
11652,200.0
4305,33.0
7793,60.0
15291,35.0
1703,129.0
13505,90.0
9741,63.0
7085,65.0
1827,160.0
2038,65.0
10715,54.0
14674,25.0
10868,60.0
9675,70.0
6286,40.0
2164,45.0
79,60.0
13804,35.0
9684,56.0
3926,55.0
6669,24.0
11357,20.0
7809,45.0
7943,250.0
15017,45.0
797,20.0
6539,35.0
6893,40.0
6649,30.0
1277,44.0
14850,99.0
8285,78.0
12696,55.0
3839,22.0
2984,28.0
8685,70.0
2896,50.0
14882,17.0
9589,45.0
6521,45.0
15015,75.0
13078,65.0
3802,170.0
7337,129.0
8448,69.0
6330,49.0
131,39.0
5793,52.0
8330,169.0
9107,89.0
8934,30.0
11567,45.0
4068,120.0
15349,86.0
4965,60.0
4633,50.0
1859,140.0
5229,49.0
3281,25.0
15565,75.0
8139,15.0
3634,99.0
3278,45.0
6796,35.0
15351,29.0
4120,49.0
5370,100.0
4199,59.0
